"食品分類","資料類別","整合編號","樣品名稱","俗名","樣品英文名稱","內容物描述","廢棄率","P/M/S","α-生育酚","α-維生素E當量(α-TE)","α-胡蘿蔔素","β-生育酚","β-胡蘿蔔素","γ-生育酚","δ-生育酚","丙胺酸(Ala)","乳糖","亞麻油酸(18:2)","修正熱量","其他脂肪酸","十七酸(17:0)","十三酸(13:0)","十九酸(19:0)","十五酸(15:0)","十八碳四烯酸(18:4)","半乳糖","反式脂肪","天門冬胺酸(Asp)","山酸(22:0)","己酸(6:0)","廿二碳五烯酸(22:5)","廿二碳六烯酸(22:6)","廿四酸(24:0)","廿碳五烯酸(20:5)","月桂酸(12:0)","果糖","棕櫚烯酸(16:1)","棕櫚酸(16:0)","次亞麻油酸(18:3)","水分","水解胺基酸總量","油酸(18:1)","灰分","熱量","甘胺酸(Gly)","甲硫胺酸(Met)","異白胺酸(Ile)","癸酸(10:0)","白胺酸(Leu)","硬脂酸(18:0)","磷","視網醇","視網醇當量(RE)","粗脂肪","粗蛋白","精胺酸(Arg)","糖質總量","組胺酸(His)","絲胺酸(Ser)","維生素A總量(IU)","維生素B1","維生素B12","維生素B2","維生素B6","維生素C","維生素D2","維生素D3","維生素D總量(IU)","維生素D總量(ug)","維生素E總量","維生素K1","維生素K2(MK-4)","維生素K2(MK-7)","總碳水化合物","纈胺酸(Val)","肉豆蔻烯酸(14:1)","肉豆蔻酸(14:0)","胱胺酸(Cys)","脂肪酸M總量","脂肪酸P總量","脂肪酸S總量","脯胺酸(Pro)","膳食纖維","膽固醇","色胺酸(Trp)","芥子酸(22:1)","花生油酸(20:4)","花生酸(20:0)","苯丙胺酸(Phe)","菸鹼素","葉酸","葡萄糖","蔗糖","辛酸(8:0)","酒精含量","酥胺酸(Thr)","酪胺酸(Tyr)","酪酸(4:0)","鈉","鈣","鉀","銅","鋅","錳","鎂","鐵","離胺酸(Lys)","飽和脂肪","鱈烯酸(20:1)","麥芽糖","麩胺酸(Glu)"
"澱粉類","樣品基本資料","B0400601","黃肉甘薯","甘薯,番薯,甜薯,地瓜,田薯,土薯","Sweet potato","生鮮,黃皮黃肉,去皮,混合均勻打碎",15.5,0,0.45,0.46,0,0,70,0.04,0.01,0,0,23,115,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,0.4,0,62,7,70,0,7,0.8,121,0,0,0,7,0,14,42,0,12,0.2,1.3,0,4.8,0,0,116,0.13,0,0.04,0.23,19.8,0,0,0,0,0.5,0,0,0,27.8,0,0,4,0,11,30,109,0,2.5,0,0,0,0,5,0,0.51,14.6,0.6,3.5,0,0,0,0,0,51,46,276,0.013,0.2,0,24,0.3,0,0.1,3,0.3,0
"魚貝類","樣品基本資料","J0400601","魩仔魚(加工,大)","魩仔","Anchovy","熟,混合均勻打碎",NA,0,1.29,1.29,0,0,0,0.01,0,1104,0,54,97,0,6,0,0,4,17,0,0,1870,0,0,16,153,0,178,0,0,21,148,42,74.2,17443,128,3.1,97,898,586,793,0,1472,30,199,82,82,1,20.7,1077,0,366,783,275,0.03,0.31,0.12,0,0,0,0,0,0,1.3,0,0,0,1.1,889,0,11,159,149,602,199,711,0,245,93,0,142,0,700,0.41,16.5,0,0,0,0,862,633,0,851,259,50,0,1.4,0,190,0,1484,0.2,0,0,2961
"魚貝類","樣品基本資料","J0413601","鱗網帶鰆切片","油魚,細鱗仔,玉梭魚,白玉豚","Escolar","生,去皮及骨刺,混合均勻打碎",21.1,0,4.83,4.83,0,0,0,0.03,0,917,0,242,272,0,0,0,0,0,1741,0,0,1432,0,0,170,906,0,683,0,0,509,260,73,60.5,15676,15857,0.9,272,663,482,780,0,1229,132,162,1103,1103,22,17.3,900,0,1480,627,3675,0.02,2.47,0.04,0.6,0.4,0,0,0,0,4.86,0,0,0,0,844,11,51,188,17333,4169,533,524,0,59,174,90,355,90,654,12.13,2.9,0,0,0,0,689,574,0,84,5,268,0,0.8,0,21,0.8,1419,0.5,866,0,2099
"魚貝類","樣品基本資料","J0402201","白肉鮭魚切片","","Salmon","生,去皮及骨刺,混合均勻打碎",20.7,0,0.24,0.24,0,0,0,0.02,0,1328,0,82,151,0,27,4,0,37,118,0,0,1920,0,0,138,683,0,540,23,0,421,844,56,69.7,19823,1315,1.3,151,1169,633,988,0,1596,226,239,7,7,6.1,22.6,1249,0,634,836,23,0.22,4.9,0.12,0.55,0,0,0,0,0,0.26,0,0,0,0.3,1154,6,490,152,2683,1737,1665,777,0,55,251,480,120,13,952,8.24,4.2,0,0,0,0,934,729,0,53,38,410,0,0.7,0,23,0.7,1783,1.7,461,0,2739
"穀物類","樣品基本資料","A0600201","糯高梁","","Sorghum: glutinous; Kao-lian: glutinous","生,混合均勻磨碎",NA,0,0.05,0.06,0,0,0,0.08,0,1207,0,484,357,0,0,0,0,0,0,0,0,980,0,0,0,0,0,0,0,0,2,149,12,12.1,9305,367,0.5,362,0,61,426,0,1571,17,75,0,0,1,10.7,236,0,190,398,0,0.11,0,0.03,0.07,0,0,0,0,0,0.13,0,0,0,75.7,420,0,0,327,374,497,170,0,2.5,0,169,0,0,4,527,1.1,12.5,0,0,0,0,0,395,0,0,8,129,0,0.5,0,26,1.3,126,0.2,4,0,2271
"菇類","樣品基本資料","G1500201","鮑魚菇","夏季鮑魚菇,高溫平菇,台灣平菇,黑美人菇,人工口蘑(囊狀側耳)","Obalonus; Cystidiate Pleurotus; The Abalone Mushroom","生鮮,高溫系,混合均勻打碎",0,0,0,0,0,0,0,0,0,75,0,56,21,0,1,0,0,1,0,0,0,106,1,0,0,0,2,0,0,0,1,32,0,93.5,1155,101,0.6,22,55,210,40,0,50,5,16,0,0,0.2,1.7,24,0,31,47,0,0.06,0.07,0.16,0.06,0.1,0,0,0,0,0,0,0,0,4,60,0,0,9,102,56,42,42,0.7,0,0,0,0,1,35,2.5,13.5,0,0,0,0,54,44,0,2,1,341,0,0.6,0,13,0.7,52,0,0,0,223
"魚貝類","樣品基本資料","J0800201","扁魚干","","Dried roughscale flounder","生,混合均勻打碎",NA,0,1.51,1.51,0,0,0,0,0,4452,0,92,354,0,116,7,0,92,41,0,0,6021,27,0,291,1558,12,439,20,0,494,1943,30,18.4,62347,1277,6.4,354,5027,1955,2589,0,4710,561,1798,9,9,7.9,66.3,3880,0,1537,2657,32,0.18,5.84,0.07,0.6,0,0,0,0,0,1.51,0,0,0,1.1,2978,11,396,656,1951,2730,3214,2988,0,295,921,39,278,39,2480,11.01,70.2,0,0,0,0,2847,2235,0,406,2804,1011,0,5.2,0,230,2.8,4807,3.2,130,0,9607
"魚貝類","樣品基本資料","J0707101","鮪魚肚","","Tuna stomach","生,混合均勻打碎",NA,0,0.48,0.48,0,0,0,0,0,1565,0,12,106,18,10,0,3,4,0,0,0,2145,1,1,9,105,1,35,4,0,10,136,2,75.8,22449,113,0.5,106,2444,275,892,1,1530,106,94,6,6,0.7,23.4,1771,0,555,1034,21,0.02,1.16,0.09,0.01,0,0,0,0,0,0.48,0,0,0,0,1011,0,8,341,129,248,278,1391,0,340,234,2,86,1,879,0.7,7.2,0,0,2,0,1060,785,0,35,23,18,0,3.7,0,19,4.8,1430,0.3,4,0,3108
"菇類","樣品基本資料","G2000101","洋菇","西洋蘑菇(蘑菇,雙孢蘑菇)","Mushroom; Button; Champignon","生鮮,混合均勻打碎",0,0,0,0,0,0,0,0,0,248,0,165,23,0,0,0,0,1,0,0,0,139,7,0,0,0,4,0,0,0,0,35,0,92.1,1964,7,0.8,25,100,181,85,0,133,14,80,0,0,0.2,3,39,0.3,44,78,0,0.06,0.09,0.47,0.12,0.2,0,0,0,0,0,0,0,0,3.8,102,0,1,10,7,165,74,103,1.3,0,34,0,0,12,79,3.56,24.4,0.3,0,0,0,100,35,0,19,4,262,0.387,0.7,0,9,0.9,78,0.1,0,0,377
"菇類","樣品基本資料","G2000201","冷凍洋菇","西洋蘑菇(蘑菇,雙孢蘑菇)","Marshroom: frozen","生,冷凍包裝,混合均勻打碎",0,0,0,0,0,0,13,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.1,0,0,0.4,39,0,0,0,0,0,0,31,0,2,1.5,3.8,0,0,0,0,22,0.01,0,0.19,0.03,0,0,0,0,0,0,0,0,0,4.3,0,0,0,0,0,0,0,0,3.9,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,8,15,140,0,0.3,0,26,0.4,0,0,0,0,0
"魚貝類","樣品基本資料","J0405401","棕點石斑魚","老虎斑,過魚","Tiger grouper; Blotch grouper; Blotchy rockcod; Black-tipped cod; Blotchy grouper; Brown-marbled grouper; Flower cod; Flowery cod; Marble grouper; Grouper","生,去鱗,去皮,去頭尾,去內臟及骨刺,(購買時已去鱗片及內臟)",60,0,1.28,1.28,0,0,0,0,0,1196,0,126,115,77,27,1,0,23,22,0,0,2111,7,1,126,516,7,206,6,0,309,926,37,76.9,19186,730,1.3,115,872,581,879,1,1677,246,205,6,6,3.7,19.1,1220,0,445,727,21,0.2,0.03,0.26,0.17,0.7,0,0,0,0,1.28,0,0,0,0,1007,3,183,201,1116,1111,1442,600,0,87,213,12,79,13,805,2.46,8.1,0,0,1,0,876,700,0,79,13,409,0,0,0,29,0.9,1851,1.4,62,0,3225
"魚貝類","樣品基本資料","J0409501","青嘴龍占魚","龍尖,龍占,青嘴仔,青嘴/尖嘴仔(澎湖)","Sand snapper; Parrot-fish; North-west snapper; Norwest snapper; Snuppy; Spangled emperor; Scavenger; Red-finned emperor; Pig-faced bream; Tricky snapper; Starry pigface bream; Yellow sweetlip;","生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎(購買時已去鱗片及內臟)",53.5,0,2.83,2.83,0,0,0,0,0,1269,0,222,128,50,12,1,0,13,19,0,0,2186,4,1,84,359,3,174,3,0,198,828,39,73.3,20389,964,1.4,128,958,584,954,0,1740,198,473,3,3,3.4,22.7,1282,0,565,805,12,0.77,1.06,0.14,0.69,0.8,0,0,0,0,2.83,0,0,0,0,1140,3,140,217,1236,941,1210,697,0,65,265,14,43,8,832,7.8,5.1,0,0,0,0,930,765,0,87,311,481,0,0.9,0,37,1,1966,1.2,58,0,3236
"魚貝類","樣品基本資料","J0408901","葉唇笛鯛","厚唇仔,紅魚","Tang's snapper","生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎",64.1,0,0.74,0.75,0,0.01,0,0.01,0.01,1059,0,58,118,69,58,0,0,32,23,0,0,1838,16,0,121,211,7,245,0,0,350,993,42,77.1,17895,618,1.5,118,742,597,896,0,1561,380,199,10,10,3.7,19.9,1154,0,438,655,32,0.05,0.77,0.12,0.17,0.9,0,0,0,0,0.77,0,0,0,0,935,0,154,470,1005,912,1667,610,0,59,241,7,213,27,724,1.69,10.9,0,0,0,0,807,690,0,75,91,302,0,0.5,0,30,0.2,1761,1.7,30,0,2716
"魚貝類","樣品基本資料","J2101201","藍對蝦","藍蝦","","生,去頭尾及外殼,混合均勻打碎",44.3,0,2.48,2.52,0,0.02,0,0.28,0.03,1332,0,105,95,0,0,0,0,0,0,0,0,1594,0,0,0,53,0,103,0,0,12,117,0,77.2,17970,169,1.5,95,1485,467,804,0,1398,69,205,4,4,0.6,20.9,1653,0,386,523,13,0.06,1.72,0.07,0.15,0.5,0,0,0,0,2.81,0,0,0,0,822,0,0,504,182,282,186,767,0,185,174,0,22,0,752,3.85,6.3,0,0,0,0,669,664,0,135,54,310,0,1.5,0,38,0.1,1528,0.2,0,0,2448
"豆類","樣品基本資料","H0705102","綠豆","菉豆,綠小豆,輻莢豆","Green bean; Chickasaw","生,乾貨,混合均勻磨碎",NA,0,0.35,1.45,0,0.14,72,10.08,0.69,991,0,450,312,4,1,0,0,0,0,0,0,2656,18,0,0,0,11,0,1,0,0,275,217,10.1,22077,47,3.1,344,886,210,982,0,1833,60,372,0,12,1.1,22.8,1661,1.3,643,1128,120,0.6,0,0.17,0.32,11.8,0,0,0,0,11.27,0,0,0,63,1180,0,1,122,49,667,381,1009,15.8,0,303,0,0,13,1352,1.84,414.6,0,1.3,0,0,763,702,0,1,108,948,0,2.8,0,172,5.1,1647,0.4,1,0,4009
"豆類","樣品基本資料","H0710101","綠豆仁","菉豆,綠小豆,輻莢豆","Green bean: skin removed","生,乾貨,去皮綠豆仁,混合均勻打碎",NA,0,0.02,0.8,0,0.14,27,6.86,0.69,1109,0,413,315,7,0,0,0,0,0,0,0,2951,22,0,4,0,12,0,101,0,0,281,178,11.4,24639,85,3.1,339,945,282,1083,8,2031,81,490,0,4,1.3,24.6,1781,1.3,739,1270,45,0.7,0,0.13,0.4,0.7,0,0,0,0,7.72,0,0,0,59.6,1303,0,42,164,87,598,574,1155,11.2,0,295,0,2,18,1533,1.57,0,0,1.3,9,0,838,771,0,1,28,1047,0,3,0,144,4.4,1798,0.6,3,0,4590
"魚貝類","樣品基本資料","J3101201","菲律賓簾蛤","菲律賓蛤仔,海瓜子(仔)蛤,花蛤","Filipino Venus","生,去外殼,混合均勻打碎",55.6,0,0.34,0.34,0,0,0,0,0,582,0,16,37,28,11,0,0,4,0,0,0,638,0,0,9,76,2,28,0,0,12,128,9,85.8,6279,104,2.1,37,438,177,265,0,450,56,101,0,0,0.5,7.5,505,1.4,166,258,0,0.01,4.5,0.23,0.07,1,0,0,0,0,0.34,0,0,0,4.1,291,0,8,88,128,154,212,198,0,33,28,0,16,3,245,1.63,14.7,0.9,0,0,0,270,243,0,442,130,201,0,1,0,62,2.7,467,0.2,12,0.5,971
"澱粉類","樣品基本資料","B0100204","山藥(大刺)","山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)","Chinese yam: Da-Tsyh","生鮮,去皮,混合均勻打碎",16.2,0,0.19,0.22,0,0.06,0,0.01,0,110,0,0,82,0,0,0,0,0,0,0,0,323,0,0,0,0,0,0,0,0,0,0,0,78.3,2477,0,1,85,95,29,105,0,194,0,95,0,0,0.1,3.5,333,0,86,153,0,0.18,0,0.01,0.19,5.6,0,0,0,0,0.26,0,0,0,17.1,126,0,0,18,0,0,0,111,1.2,0,46,0,0,0,155,0.67,6.6,0,0,0,0,101,110,0,8,8,573,0,1.3,0,18,1.1,119,0,0,0,264
"魚貝類","樣品基本資料","J0401005","虱目魚(12月)","海草魚,遮目魚,殺目魚,安平魚,國姓魚,麻虱目仔,虱目/麻虱目(澎湖)","Salmon herring; Bangos; Bony salmon; Milkfish; Milk fish","生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎",50,0,0.77,0.81,0,0.03,0,0.26,0.04,1165,0,1870,192,0,31,0,0,32,9,0,0,2017,10,0,80,284,0,87,97,0,348,3059,153,66.2,19018,3750,1.2,192,900,562,896,0,1563,631,67,34,34,11.2,21.4,1123,0,1273,749,112,0.17,1.76,0.02,0.57,0.3,0,0,0,0,1.1,0,0,0,0.1,982,0,228,205,4470,2625,4115,641,0,57,153,32,143,28,744,6.57,7.2,0,0,0,0,893,708,0,53,27,352,0,0.7,0,32,0.4,1611,4.1,339,0,2831
"魚貝類","樣品基本資料","J0401001","虱目魚(2月)","海草魚,遮目魚,殺目魚,安平魚,國姓魚,麻虱目仔,虱目/麻虱目(澎湖)","Salmon herring; Bangos; Bony salmon; Milkfish; Milk fish","生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎",40.8,0,0.98,1,0,0.02,0,0.08,0.01,1252,0,1580,180,0,51,0,0,39,10,0,0,1964,15,0,87,232,0,64,48,0,354,3001,145,67.3,20043,3381,1,180,954,625,972,0,1653,709,215,74,74,10.6,19.8,1190,0,1367,788,247,0.01,1.97,0.04,0.62,1.2,0,0,0,0,1.09,0,0,0,1.3,1044,0,217,161,4149,2313,4115,662,0,64,223,52,195,34,816,6.71,5.6,0,0,0,0,914,767,0,44,21,311,0,1.3,0,31,0.6,1674,4.1,362,0,3017
"蔬菜類","樣品基本資料","E3201101","油菜","油菜心,胡菜,寒菜,青油菜,苔菜,苔芥,蕓苔,油菜子","Rape; cole","生鮮,混合均勻打碎",NA,0,0.67,0.69,0,0.03,1851,0.07,0,0,0,23,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,78,87,95.8,0,30,0.9,12,0,0,0,0,0,14,32,0,309,0.2,1.4,0,0.5,0,0,3085,0.04,0,0.08,0.07,25,0,0,0,0,0.77,0,0,0,1.6,0,0,0,0,30,109,93,0,1.6,0,0,0,0,0,0,0.55,39.4,0.4,0,0,0,0,0,0,73,88,220,0.025,0.6,0,16,1,0,0.1,0,0,0
"蔬菜類","樣品基本資料","E8700101","山蘇菜","山蘇花,鳥巢蕨,山翅菜,雀(鳥)巢羊齒,歪頭 菜,巢鐵角蕨,掌草","Asplenium antiguum Mak.","生鮮,混合均勻打碎",NA,0,0.96,1.08,0,0.24,615,0.03,0.02,100,0,33,20,0,0,0,0,0,0,0,0,184,0,0,0,0,6,0,0,0,0,59,19,91.5,1969,22,0.9,26,115,10,73,0,145,6,51,0,103,0.2,3,92,0,49,187,1025,0.01,0,0.15,0.15,42.7,0,0,0,0,1.24,0,0,0,4.4,98,0,5,57,24,63,82,98,3.3,0,26,0,11,6,97,2.3,80,0,0,0,0,101,77,0,5,47,350,0.02,0.8,0,34,0.2,108,0.1,3,0,352
"魚貝類","樣品基本資料","J0403106","鯔(12月,雄魚)","青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖)","Sea mullet; River mullet; Springer; Striped mullet; Common grey mullet; Common mullet; Black mullet; Bright mullet; Black true mullet; Bully mullet; Callifaver mullet; Flathead grey mullet; Mullet;","生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎(不含魚精囊)",55,0,1.4,1.4,0,0,0,0,0,1185,0,48,137,0,0,0,0,0,69,0,0,1885,0,0,240,190,0,412,0,0,1323,1318,14,71.6,18523,847,1.1,137,915,516,888,0,1578,133,218,2,2,5.2,21.1,1152,0,889,802,8,0.01,3.7,0.13,0.33,0.9,0,0,0,0,1.4,0,0,0,0.9,950,0,421,158,2237,1101,1892,618,0,69,178,0,129,20,777,7.46,8.3,0,0,0,0,862,716,0,59,9,360,0,0.5,0,28,2.4,1572,1.9,67,0,2881
"蔬菜類","樣品基本資料","E1400201","冷凍麻竹筍","蔴竹,甜竹,巨竹,坭竹,大綠竹,瓦坭竹,巨麻竹,美濃麻竹,吊絲麻竹","Bamboo shoot: frozen; Bamboo sprout: frozen","混合均勻打碎",NA,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.1,0,0,0.2,17,0,0,0,0,0,0,15,0,0,0,0.8,0,0,0,0,0,0.01,0,0.02,0.08,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,40,0,0.2,0,7,0.1,0,0,0,0,0
"蔬菜類","樣品基本資料","E1800101","嫩莖萵苣","鵝菜心,莖用萵苣,萵(鵝)仔菜心,大心萵(媚)仔菜,萵苣筍(莖),妹仔菜筍,","Stem lettuce; Asparagus lettuce","生鮮,去皮,混合均勻打碎",24.2,0,0,0,0,0,360,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0.7,16,0,0,0,0,0,0,18,0,60,0.2,1,0,0,0,0,600,0.03,0,0.01,0,4,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,22,16,310,0,0.2,0,16,0.3,0,0,0,0,0
"魚貝類","樣品基本資料","J0409904","真鯛(8月)","嘉鱲魚,正鯛,加臘,加蚋,加魶,真鯛,加幾魚,銅盆魚,棘鬣魚","Red seabream; Red tail; Red porgy; Silver seabream; Red sea bream; Red pargo; Genuine porgy; Japanese seabream; Madai; Japanese porgy","生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎",60.4,0,0.69,0.69,0,0,0,0,0,1168,0,57,176,0,55,0,0,38,36,0,0,1979,20,0,219,1083,0,381,9,0,705,2618,51,66.7,18553,2957,1.2,176,884,593,905,0,1594,906,272,18,18,9.8,20.6,1158,0,534,789,61,0.04,0.6,0.06,0.4,1.7,0,0,0,0,0.69,0,0,0,1.7,954,6,292,204,3809,1980,3968,601,0,82,265,24,153,31,810,4.32,0,0,0,0,0,888,711,0,51,8,451,0,0.5,0,31,0.4,1571,4,116,0,2947
"魚貝類","樣品基本資料","J0415304","銀鯧(8月)","白鯧,正鯧,銀鯧,支子","Silver pomfret; White pomfret","生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎",57.3,0,0.27,0.27,0,0,0,0,0,1036,0,17,101,0,40,2,13,33,5,0,0,1794,11,0,85,217,0,82,2,0,111,1002,8,75.9,16935,560,2,101,825,535,812,0,1457,285,180,46,46,2.9,17.7,1060,0,450,725,155,0.16,0.86,0.03,0.21,0.7,0,0,0,0,0.27,0,0,0,1.6,857,1,192,164,758,491,1607,575,0,56,256,24,77,28,701,2.32,22.5,0,0,0,0,795,663,0,647,10,227,0,0.4,0,25,0,1401,1.6,61,0,2829
"蔬菜類","樣品基本資料","E9900101","美國空心菜","","U.S.water spinach， ipom(o)ea， water convolvulus","生鮮,混合均勻打碎",NA,0,0,0,140,0,14050,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.1,0,0,0.9,22,0,0,0,0,0,0,37,0,2354,0.3,2.2,0,0,0,0,23532,0,0,0.24,0,78,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,20,68,300,0,0.3,0,55,1.1,0,0,0,0,0
"穀物類","樣品基本資料","A0351801","刀削麵","","Noodle: sliced","生,濕麵條,混合均勻打碎(小麥粉等)",NA,0,0.41,0.43,0,0.02,0,0.1,0.04,263,0,380,265,0,0,0,0,0,0,0,0,344,0,0,0,0,0,0,0,0,0,295,20,33.5,9163,176,1,267,304,86,307,0,620,69,231,0,0,0.9,8.4,337,0,188,412,0,0.05,0,0.02,0.23,8.7,0,0,0,0,0.57,0,0,0,56.2,363,0,0,346,176,400,364,1164,1,0,100,0,0,0,433,0.82,25,0,0,0,0,235,253,0,226,2,73,0,0.4,0,17,0.5,175,0.4,0,0,3232
"蔬菜類","樣品基本資料","E9900201","香芫荽","","","生鮮,去莖部,混合均勻打碎",NA,0,0,0,2300,0,1500,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0.5,23,0,0,0,0,0,0,47,0,442,0.2,2.4,0,0,0,0,4416,0.01,0,0.1,0.04,54,0,0,0,0,0,0,0,0,3.9,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,74,91,230,0,0.7,0,22,2.9,0,0,0,0,0
"魚貝類","樣品基本資料","J0414901","旗魚切片","翹翅仔,白肉旗魚,闊胸仔,立翅旗魚,白皮丁挽,白皮旗魚","Short nosed sword fish; Pacific black marlin; Silver marlin; Silver marlin fish; Short-nosed swordfish; Black marlin fish; Black marlin; Giant black marlin; Marlin","生,混合均勻打碎",NA,0,0.63,0.63,0,0,0,0,0,1277,0,0,111,0,0,0,0,0,0,0,0,1979,0,0,0,0,0,0,0,0,0,0,0,71.8,20463,0,1.4,111,1083,632,1066,0,1684,0,233,1,1,0,26,1301,0,898,857,4,0.05,0.24,0.03,0.65,0.4,0,0,0,0,0.63,0,0,0,0.8,1102,0,0,177,0,0,0,759,0,36,300,0,0,0,763,14.72,12.1,0,0,0,0,941,769,0,36,8,333,0,0.7,0,32,1.1,1827,0,0,0,3051
"蔬菜類","樣品基本資料","E0510101","乾百合鱗片","乾百合,乾百合花鱗片,乾蒜腦藷","Dry lily bulb","生,乾貨,混合均勻打碎",NA,0,0.32,0.34,0,0.03,0,0,0,384,0,349,255,0,5,0,0,0,0,0,0,799,5,0,0,0,6,0,0,0.5,8,150,43,15.6,9296,134,3.4,304,389,64,293,0,590,40,216,0,0,0.7,11.8,2123,2.7,165,429,0,0.03,0,0.01,0.05,0,0,0,0,0,0.35,0,0,0,68.4,453,0,0,752,142,392,206,515,26,0,0,0,0,0,355,0.98,0,0.6,1.6,0,0,272,318,0,90,31,1240,0,2.2,0,43,5.2,505,0.2,0,0,890
"藻類","樣品基本資料","F0410101","乾麒麟菜","乾麒麟草,乾海麒麟草,乾海珊湖,乾珊湖藻(草),乾鹹(鹽/神/福)草","","生,乾貨,褐色,混合均勻磨碎",0,0,0.12,0.22,0,0.03,0,0.78,0.07,0,0,65,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,6.2,0,172,45.4,189,0,0,0,0,0,67,6,0,0,0.5,1.2,0,0,0,0,0,0.01,0,0.04,0,0,0,0,0,0,1,0,0,0,46.7,0,0,15,0,172,65,235,0,12.2,0,0,0,0,0,0,0.11,4.6,0,0,0,0,0,0,0,14908,252,567,0,0.3,0,73,3.2,0,0.2,0,0,0
"藻類","樣品基本資料","F0400101","麒麟菜","麒麟草,海麒麟草,海珊湖,珊湖藻(草),鹹(鹽/神/福)草","","生鮮,褐色,混合均勻磨碎",0,0,0.04,0.04,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,0,0,1.6,41,0,0,0,0,0,0,42,0,0,0,0.9,0,0,0,0,0,0.01,0.21,0,0.08,0,0,0,0,0,0.04,0,0,0,9.9,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0.16,18.9,0,0,0,0,0,0,0,16,26,62,0,0.5,0,18,0.9,0,0,0,0,0
"魚貝類","樣品基本資料","J0416401","低眼無齒芒魚片(芒加魚邊)","","","生,冷凍產品,混合均勻打碎",NA,0,0.25,0.25,0,0.01,0,0.03,0,797,0,126,76,20,2,0,0,2,0,0,0,1372,1,0,6,17,1,5,18,0,19,501,11,83.4,13430,669,1.2,76,638,355,653,0,1126,156,170,0,0,1.7,14.2,858,0,435,534,1,0.04,0.23,0.04,0.12,0.7,0,0,0,0,0.29,0,0,0,0,680,0,78,189,715,178,763,504,0,38,46,3,14,3,549,1.51,8,0,0,0,0,622,495,0,285,8,201,0,0.4,0,19,0.1,1371,0.8,24,0,2206
"魚貝類","樣品基本資料","J0407001","布氏鯧鰺(去皮)","金槍,金鯧,紅杉,紅沙瓜仔,長鰭黃臘鰺,甘仔魚(臺東),紅紗(澎湖)","Snubnose pompano; Silver pampano; Silver pompano; Snub-nosed dart; Snub-nosed swallowtail; Permit; Snub-nosed dart; Pompio; Ovate pompano; Round pompano; Pompano; Snubnose dart; Spinous dory;","生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎",56.4,0,4.4,5.02,0,0.47,0,3.39,1.46,1172,0,1372,192,276,35,0,0,34,0,0,0,1793,31,0,248,656,17,136,9,0,505,2911,208,67.2,17772,3908,1,192,1030,515,851,0,1446,653,191,214,214,11.7,20.3,1156,0,449,643,713,0.08,3.03,0.25,0.45,0.8,0,0,0,0,9.73,0,0,0,0,963,8,283,417,4648,2737,4008,724,0,77,224,0,116,35,697,5.14,9.4,0,0,0,0,790,610,0,49,21,325,0,1.2,0,25,0.6,1660,4,227,0,2633
