"食品分類","資料類別","整合編號","樣品名稱","俗名","樣品英文名稱","內容物描述","廢棄率","α-生育酚","α-維生素E當量(α-TE)","α-胡蘿蔔素","β-生育酚","β-胡蘿蔔素","γ-生育酚","δ-生育酚","磷","視網醇","視網醇當量(RE)","維生素A總量(IU)","維生素B1","維生素B12","維生素B2","維生素B6","維生素C","維生素D2","維生素D3","維生素D總量(IU)","維生素D總量(ug)","維生素E總量","維生素K1","維生素K2(MK-4)","維生素K2(MK-7)","菸鹼素","葉酸","鈉","鈣","鉀","銅","鋅","錳","鎂","鐵"
"豆類","樣品基本資料","H0305101","花豆","紅花豆,紅(赤)花菜豆,花仔(阿/柳)豆","Kidney beans; White dutch runner bean; Scarlet runner bean; multiflora bean","生,乾貨,混合均勻磨碎",NA,0.13,0.37,0,0.05,53,2.11,0.13,441,0,9,88,0.38,0,0.15,0.47,0.6,0,0,0,0,2.41,0,0,0,1.74,0,11,108,1156,0,2.6,0,159,7
"豆類","樣品基本資料","H0350101","花豆罐頭(糖漬)","紅花豆,紅(赤)花菜豆,花仔(阿/柳)豆","Kidney beans: canned; White dutch runner bean: canned; Scarlet runner bean: canned; multiflora bean: canned","熟,罐頭製品,混合均勻打碎(花豆,糖等)",NA,0.04,0.12,3,0,28,0.82,0.04,122,0,5,49,0.06,0,0.03,0.06,0,0,0,0,0,0.9,0,0,0,0.43,0,7,62,216,0,0.9,0,40,2.2
"魚貝類","樣品基本資料","J2100401","胭脂蝦","文蝦(""葉狀擬鬚蝦或雄壯鬚蝦"")","","生,去頭尾及外殼,混合均勻打碎",47.8,3.6,3.6,0,0,0,0,0,169,0,0,0,0.01,2.58,0.12,0.12,0,0,0,0,0,3.6,0,0,0,1.51,18.1,462,57,176,0,1.8,0,52,1.1
"魚貝類","樣品基本資料","J0400901","日本銀帶鯡(加工)","針嘴鰮,丁香魚,魩仔,丁香,鱙仔,灰海荷鰮","Silver stripe round herring","熟,水煮,混合均勻打碎",NA,0.33,0.33,0,0,0,0,0,529,0,0,0,0.03,5.68,0.21,0.22,0,0,0,0,0,0.33,0,0,0,4.65,42.1,736,714,195,0,2.6,0,107,2.8
"豆類","樣品基本資料","H0800101","豇豆(莢)","長豇豆,長莢豇豆,豆角,菜(筷/江/長/角)豆","Asparagus bean, Yard long bean; Kidney bean; Common bean; Cowpea","生鮮,去蒂頭及尾端,混合均勻打碎",4.6,0.16,0.18,0,0,172,0.17,0.05,39,0,29,287,0.08,0,0.1,0.08,16.6,0,0,0,0,0.38,0,0,0,0.56,76.2,2,35,171,0.08,0.6,0,27,0.7
"豆類","樣品基本資料","H1300101","鵲豆莢","肉(扁/藊)豆,峨(蛾/花)眉豆,沿(延)籬豆,隱元豆,膨皮豆","Hyacinth bean; Lablab","去蒂,數個混合均勻打碎(甜豌豆莢)",NA,0.04,0.06,22,0,199,0.15,0.01,40,0,35,351,0.08,0,0.09,0.19,11.7,0,0,0,0,0.2,0,0,0,0.82,0,2,44,210,0,0.3,0,27,0.8
"蛋類","樣品基本資料","K0121101","雞鐵蛋","","hen's iron egg","熟,雞蛋製品,混合均勻打碎",NA,1.14,1.17,0,0,0,0.27,0,279,210,210,700,0.04,2.27,0.33,0.14,0,0,0,0,0,1.41,0,0,0,0.6,0,766,84,256,0,2.5,0,26,3.6
"蛋類","樣品基本資料","K0120101","雞滷蛋(市售)","","Hen's egg: stewed","熟,雞蛋製品,混合均勻打碎(雞蛋,醬油,調味料等)",NA,1.83,1.9,0,0,9,0.68,0,222,151,152,517,0.02,1.13,0.34,0.18,0,0,0,0,0,2.5,0,0,0,0.28,45.6,583,61,91,0.052,2.1,0,15,2.7
"蛋類","樣品基本資料","K0400101","鴿蛋","鳥蛋","Pigeon's egg","生,鴿蛋,去殼,混合均質",16,1.57,1.6,0,0,0,0.26,0,135,73,73,243,0.05,2.24,0.57,0.09,0,0,0,0,0,1.83,0,0,0,0.25,0,143,25,127,0,1.3,0,9,3.2
"澱粉類","樣品基本資料","B0100209","山藥(尖石原生種)","山芋,山薯,田薯,薯蕷,長薯;淮山(加工後)","Chinese yam: Jian-Shyr","生鮮,去皮,混合均勻打碎",16,0.17,0.21,0,0.08,0,0.03,0,48,0,0,0,0.15,0,0.02,0.19,4.4,0,0,0,0,0.28,0,0,0,0.66,5.5,3,2,591,0,0.8,0,17,0.6
"蛋類","樣品基本資料","K0100101","雞蛋(白殼)","","Hen's egg: white eggshell","生,雞蛋,去殼,混合均質",13.1,2.41,2.46,0,0.02,8,0.46,0.03,181,164,165,560,0.07,0.68,0.51,0.12,0,0,2.11,84.4,2.11,2.92,0,18.7,0,0.08,78.6,129,69,131,0.074,1.5,0.033,11,2.1
"蛋類","樣品基本資料","K0123201","荷包蛋(加油1小匙)","","Hen's egg: over medium with 1 teaspoon of oil","熟,不沾鍋中加入1小匙油,待油熱打入蛋,約1~2分鐘後翻面,每粒約煎2~3分鐘,取出放冷均質",NA,3.75,3.87,0,0.13,0,0.5,0.03,207,101,101,337,0.07,0.51,0.47,0.13,0,0,0,0,0,4.41,0,0,0,0.16,0,140,55,142,0,1.7,0,13,2.3
"蛋類","樣品基本資料","K0123101","荷包蛋(不加油)","","Hen's egg: over medium without oil","熟,不沾鍋中不加油,待鍋熱打入蛋,約1~2分鐘後翻面,每粒約煎2~3分鐘,取出放冷均質",NA,2.36,2.44,0,0.05,0,0.5,0.03,196,143,143,478,0.09,0.61,0.64,0.13,0,0,0,0,0,2.93,0,0,0,0.09,0,151,52,139,0,1.7,0,11,3.4
"乳品類","樣品基本資料","L0324101","中脂凝態發酵乳(草莓)","優格","Medium fat yoghurt: strawberry flavor","中脂(1.5-3.0%)凝態發酵乳,混合均質(生乳,乳酸菌等)",NA,0.08,0.08,0,0,0,0,0,71,31,31,103,0.03,0.22,0.35,0.01,0,0,0,0,0,0.08,0,0,0,1.1,4,58,83,141,0,0.3,0,11,0.1
"乳品類","樣品基本資料","L0316101","低脂濃稠發酵乳","優酪乳","Low-fat concentrated fermented milk","低脂(0.5-1.5%)濃稠發酵乳,混合均勻(生乳,乳酸菌等)",NA,0.02,0.02,0,0,0,0,0,50,5,5,16,0.03,0.03,0.17,0.02,0,0,0,0,0,0.02,0,0,0,0.82,2.8,30,59,91,0,0.4,0,7,0.1
"水果類","樣品基本資料","D2400501","黑李","李子","California plum","生鮮,黑皮黃肉,去子,混合均勻打碎",4.1,0.64,0.64,0,0.01,111,0.02,0,15,0,18,185,0.02,0,0.02,0.04,3.2,0,0,0,0,0.66,0,0,0,0.52,2.4,0,5,146,0.054,0.3,0,7,0.1
"穀物類","樣品基本資料","A0550301","米苔目","","Rice noodle: thick","熟,混合均勻打碎",NA,0.52,0.7,0,0.04,0,1.46,0.55,12,0,0,0,0.01,0,0.01,0,0.8,0,0,0,0,2.57,0,0,0,0.05,0,10,10,5,0,0.1,0,4,0.3
"水果類","樣品基本資料","D4000101","人心果","吳鳳柿,沙漠吉拉,查某囝仔,人蔘果","Sapodilla","生鮮,去皮去子,混合均勻打碎",23.9,0,0,0,0,20,0,0,10,0,3,33,0,0,0.01,0.03,39,0,0,0,0,0,0,0,0,0.3,0,10,18,250,0,0.1,0,10,0.2
"水果類","樣品基本資料","D1100203","金鑽鳳梨","旺來,波羅,黃萊,黃梨,王萊(台農17號,春蜜鳳梨)","Pineapple","生鮮,雜交種,去皮,混合均勻打碎",34.1,0.02,0.03,0,0.02,9,0,0,8,0,1,15,0.07,0,0.03,0.1,23.5,0,0,0,0,0.04,0,0,0,0.03,18.6,1,5,133,0,0.2,0,12,0.1
"水果類","樣品基本資料","D0900101","酪梨(綠皮)","牛油果(梨),黃油果(梨),油梨,鰐(鱷)梨,幸福果,樂天果","Avocado; Aligator-pear; Avocado pear","生鮮,綠皮,去皮及籽,混合均勻打碎",30.2,0.95,1.14,110,0.38,200,0.05,0.01,33,0,42,424,0.05,0,0.1,0.23,9.9,0,0,0,0,1.38,0,0,0,1.5,0,2,6,251,0,0.7,0,19,0.3
"穀物類","樣品平均值","A05010","胚芽粳米平均值","","Germ rice; Rice with germ; Milled rice with embryo","生,混合均勻磨碎",NA,0.87,0.99,0,0.04,1,0.87,0.46,164,0,0,1,0.28,0,0.04,0.12,0.1,0,0,0,0,2.24,0,0,0,2.52,21.9,1,8,128,0.009,1.6,0,53,0.6
"穀物類","樣品平均值","A05011","發芽粳米平均值","發芽糙米","Sprout rice","生,混合均勻磨碎",NA,1.06,1.12,0,0.06,14,0.26,0.14,254,0,2,23,0.29,0,0.06,0.13,0,0,0,0,0,1.52,0,0,0,5.2,22.5,3,29,126,0,2.1,0,105,0.9
"穀物類","樣品平均值","A05005","白粳糯米平均值","圓糯米","White glutinous rice, short-grain","生,混合均勻磨碎",NA,0.39,0.4,0,0.01,0,0.04,0.01,82,0,0,0,0.12,0,0.03,0.07,2.3,0,0,0,0,0.44,0,0,0,1.27,18.5,3,7,106,0,0.9,0,25,0.4
"乳品類","樣品平均值","L01021","全脂鮮乳平均值","牛乳,牛奶","Whole fresh milk","全脂(3.0-3.8%)鮮乳,混合均勻",0,0.06,0.06,0,0,4,0.01,0.01,83,41,42,143,0.04,0.63,0.17,0.03,0.4,0,0,0,0,0.08,0,1.65,0,0.2,1.6,37,104,147,0.005,0.4,0.002,10,0.1
"蛋類","樣品平均值","K01113","雞皮蛋平均值","","Hen's egg: alkalized","熟,雞蛋製品,去殼,混合均勻打碎",11.8,1.12,1.18,0,0.02,0,0.52,0.01,172,81,81,269,0.01,1.18,0.18,0.02,0,0,0,0,0,1.67,0,0,0,0.11,0,599,45,134,0,0.8,0,9,1.6
"水果類","樣品基本資料","D3400201","紅柑","美人(女)柑,明尼吉柚,葡萄蜜柑,迷你葡萄柚","Tangerine","生鮮,去皮及子,混合均勻打碎",28.2,0.66,0.66,0,0,45,0.03,0.02,14,0,8,76,0.04,0,0.03,0.06,19.4,0,0,0,0,0.71,0,0,0,0.05,12,1,18,148,0,0.4,0,10,0.4
"蔬菜類","樣品基本資料","E7400201","黃番茄","柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果","Tomato","生鮮,黃色系大果,去蒂頭,混合均勻打碎",0.1,0.64,0.8,0,0.3,180,0.1,0,25,0,30,299,0.05,0,0.1,0.04,25.1,0,0,0,0,1.05,0,0,0,1.77,0,3,10,230,0,0.2,0,15,0
"水果類","樣品基本資料","D3200401","加拉蘋果","柰,林檎,沙果,海棠,花紅,檳子","Apple: Gala","生鮮,混色,去皮及籽,混合均勻打碎",20.4,0.07,0.07,0,0.01,0,0,0,11,0,0,0,0.02,0,0.01,0.05,1.5,0,0,0,0,0.08,0,0,0,0,0,0,5,113,0,0.5,0,4,0
"水果類","樣品基本資料","D3300201","白櫻桃","中國櫻桃又稱鶯桃,荊桃","Cherry;","生鮮,紅黃皮,去子,混合均勻打碎",7.7,0.12,0.13,0,0.02,0,0.01,0,18,0,0,0,0.03,0,0.02,0.09,4.5,0,0,0,0,0.15,0,0,0,0,0,1,18,224,0,0.4,0,12,0.6
"水果類","樣品基本資料","D0300101","安石榴","石榴, 榭榴, 謝榴, 樹榴","Pomegranate, Delima","生鮮,安石榴,去皮去子,混合均勻打碎",59.8,0,0,0,0,8,0,0,40,0,1,13,0.01,0,0.04,0,15,0,0,0,0,0,0,0,0,0.2,0,8,15,200,0,0.4,0,15,0.4
"蔬菜類","樣品基本資料","E1700101","白蘆筍","野天門冬,松葉土當歸,石刁柏,龍鬚菜","Asparagus","生鮮,去皮及粗莖,混合均勻打碎",20.7,0.06,0.06,0,0.01,163,0.01,0,35,0,27,272,0.09,0,0.06,0.1,16.7,0,0,0,0,0.07,0,0,0,0.73,0,4,10,204,0,0.5,0,9,0.7
"蔬菜類","樣品基本資料","E1700201","綠蘆筍","野天門冬,松葉土當歸,石刁柏,龍鬚菜","Asparagus","生鮮,去皮及粗莖,混合均勻打碎",24.7,0.49,0.5,0,0.01,796,0.04,0.01,47,0,133,1327,0.07,0,0.13,0.1,9.7,0,0,0,0,0.55,0,0,0,0.98,26.8,6,15,220,0.046,0.3,0,11,1
"水果類","樣品平均值","D18001","蓮霧平均值(粉紅色種)","璉霧,輦霧,爪哇蒲桃","Wax(Java) apple; Wax gambuor; Wax jumbo;Bell fruit","生鮮,粉紅色種,去蒂及籽,數粒混合均勻打碎",7.8,0.14,0.15,0,0.03,6,0,0,8,0,1,10,0.03,0,0.02,0.03,10,0,0,0,0,0.17,0,0,0,0.43,20.1,2,3,95,0,0.2,0,6,0.1
"水果類","樣品平均值","D11002","鳳梨平均值(雜交種)","鳳梨,旺來,波羅,黃萊,黃梨,王萊","Pineapple","生鮮,雜交種,去皮,切塊混合均勻打碎",42,0.01,0.02,0,0.03,18,0,0,11,0,3,29,0.08,0,0.04,0.15,12,0,0,0,0,0.04,0,0,0,0.2,11.2,0,10,162,0,0.4,0,12,0.3
"蔬菜類","樣品基本資料","E3201205","土植青江菜(10月取樣)","青江白菜,青梗白菜,湯匙菜,大頭白菜,江門白菜,清江菜","Chinese Mustard","生鮮,青江菜,混合均勻打碎",NA,0.52,0.55,0,0.05,286,0.02,0,27,0,48,476,0.05,0,0.09,0.07,42.4,0,0,0,0,0.59,0,0,0,0.58,0,117,122,86,0,0.4,0,20,0.6
"蔬菜類","樣品基本資料","E3201201","土植青江菜(1月取樣)","青江白菜,青梗白菜,湯匙菜,大頭白菜,江門白菜,清江菜","Chinese Mustard","生鮮,青江菜,混合均勻打碎",NA,0.25,0.25,0,0,727,0.03,0,33,0,121,1212,0.04,0,0.04,0.04,16.2,0,0,0,0,0.28,0,0,0,0.6,0,73,72,114,0,0.4,0,13,1
"穀物類","樣品基本資料","A0410201","玉米胚芽","玉米仁,珍珠米","Corn germ","生,混合均勻打碎",NA,0.07,0.09,0,0,4,0.26,0.03,65,0,1,6,0.06,0,0.03,0.19,0,0,0,0,0,0.35,0,0,0,1.21,42.1,1,3,94,0,0.5,0,17,0.8
"加工調理食品及其他類","樣品基本資料","R2800101","韭菜盒子","","","熟食,混合均勻打碎",NA,0.66,0.91,0,0.06,1299,2.01,0.52,66,2,219,2172,0.04,0.22,0.04,0.03,0,0,0,0,0,3.25,0,0,0,3.1,25,287,59,180,0,0.9,0,20,1.5
"調味料及香辛料類","樣品基本資料","P1300901","花生醬","","Peanut butter","麵包醬,混合均勻(花生,植物油等)",NA,3.54,5.08,0,1.9,0,1.54,14.61,378,0,0,0,0.07,0,0.1,0.61,1.1,0,0,0,0,21.59,0,0,0,11.76,109.8,306,22,572,0,2.8,0,173,2.4
"加工調理食品及其他類","樣品基本資料","R6700401","天婦羅","甜不辣","Tempura","熟食,不含調味醬,混合均勻打碎(魚漿,太白粉等)",NA,0.39,0.5,0,0.03,0,0.86,0.42,110,1,1,3,0.02,0.33,0.02,0.05,0,0,0,0,0,1.7,0,0,0,0.3,0,684,17,96,0,0.2,0,15,0.7
"加工調理食品及其他類","樣品基本資料","R2800201","大餅包小餅(紅豆)","","","熟食,混合均勻打碎",NA,0.7,1.24,0,0.11,0,4.58,0.94,64,0,0,0,0.09,0.29,0.03,0.04,0,0,0,0,0,6.33,0,0,0,2.8,14,135,8,78,0,0.5,0,12,0.9
"糕餅點心類","樣品基本資料","Q4200301","魚酥","","","熟食,混合均勻打碎",NA,1.08,2.07,0,0.15,0,8.46,2.46,241,26,26,87,0.01,1.24,0.06,0.25,0,0,0,0,0,12.15,0,0,0,0.5,14,695,275,150,0,0.4,0,18,2.7
"加工調理食品及其他類","樣品基本資料","R2700401","燒餅","","","熟食,混合均勻打碎",NA,0.27,0.55,0,0,0,2.59,0.62,65,0,0,0,0.06,0.08,0.03,0.07,0,0,0,0,0,3.48,0,0,0,0,24,458,8,81,0,0.5,0,12,1
"加工調理食品及其他類","樣品基本資料","R0900201","冷凍花生湯圓","","","冷凍包裝,混合均勻打碎(糯米,花生粉等)",0,2.49,2.93,0,0.21,0,3.17,0.62,279,0,0,0,0.04,0,0.04,0.04,1.1,0,0,0,0,6.49,0,0,0,1.1,0,6,9,55,0,0.7,0,23,0.7
"加工調理食品及其他類","樣品基本資料","R5900201","冷凍咕咾肉","","","冷凍包裝,混合均勻打碎(豬肉,洋蔥,青椒等)",NA,0.39,0.51,0,0.06,0,0.76,0.36,71,2,2,7,0.16,0.29,0.09,0.02,0,0,0,0,0,1.57,0,0,0,3.3,0,395,16,174,0,0.8,0,13,0.4
"加工調理食品及其他類","樣品基本資料","R6100201","冷凍虱目魚丸","","Milkfish ball","冷凍包裝,混合均勻打碎(虱目魚,澱粉等)",NA,0.28,0.58,0,0.55,0,0.23,0.06,179,4,4,13,0.05,1.79,0.05,0.11,0,0,0,0,0,1.12,0,0,0,4.03,12.3,551,132,149,0,0.5,0,18,1
"加工調理食品及其他類","樣品基本資料","R5400201","冷凍貢丸","","Meatball","冷凍包裝,混合均勻打碎(豬後腿肉等)",NA,0.19,0.19,0,0.01,0,0.02,0.01,190,11,11,36,0.46,0.56,0.14,0.21,0,0,0,0,0,0.22,0,0,0,3.05,5.2,580,6,195,0,1.4,0,17,0.7
"加工調理食品及其他類","樣品基本資料","R6700601","冷凍花枝羹","","Cuttlefish potage","冷凍包裝,混合均勻打碎(花枝,魚漿等)",NA,0.28,0.29,0,0.01,0,0.01,0,211,1,1,3,0.01,0.89,0.03,0,0,0,0,0,0,0.3,0,0,0,0.9,0,448,610,40,0,0.7,0,28,0.5
"加工調理食品及其他類","樣品基本資料","R6700201","冷凍魚卵卷","","Fish roe roll","冷凍包裝,混合均勻打碎(魚卵,魚漿等)",NA,0.5,0.52,0,0.01,0,0.15,0.08,219,14,14,48,0.02,1.23,0.04,0.02,0,0,0,0,0,0.73,0,0,0,0.2,7,830,13,66,0,0.5,0,18,0.3
"糕餅點心類","樣品基本資料","Q6200201","黑芝麻糖","","Candy","混合均勻打碎(黑芝麻,花生等)",NA,2.65,3.76,0,0,4,10.38,2.49,472,0,1,6,0.36,0,0.18,0.38,0,0,0,0,0,15.52,0,0,0,3.15,71.7,50,627,334,0,2.3,0,211,6.8
"糕餅點心類","樣品基本資料","Q6200101","白芝麻糖","","Candy","混合均勻打碎(白芝麻,麥芽飴等)",NA,2.74,3.62,0,0,7,8.05,2.47,209,0,1,12,0.17,0,0.08,0.22,0,0,0,0,0,13.26,0,0,0,2.55,47.4,4,11,201,0,2.8,0,172,3.3
"堅果及種子類","樣品基本資料","C1610201","黑芝麻(熟)","","Sesame: black","熟(烤),混合均勻打碎",NA,0.16,2.44,0,0.1,3,22.19,0.24,665,0,1,5,0.21,0,0.36,0.49,0,0,0,0,0,22.69,0,0,0,5.34,113.3,2,1479,526,0.185,5.4,0,386,10.3
"加工調理食品及其他類","樣品基本資料","R6400101","冷凍蚵捲","","","冷凍包裝,混合均勻打碎(蚵,韭菜,豆皮等)",0,0.13,0.16,19,0.01,50,0.2,0.13,128,4,13,110,0.03,3.06,0.04,0.21,0,0,0,0,0,0.47,0,0,0,0.37,50.9,463,23,112,0,0.7,0,15,4.9
"糕餅點心類","樣品基本資料","Q1000201","土司(含全穀粉)","","","熟食,混合均勻打碎(麵粉,乳粉,糖,鹽,油脂,麩皮,酵母,小麥胚芽等)",NA,0.82,1.04,0,0.27,3,0.86,0.09,130,0,1,5,0.22,0.21,0.07,0.11,0,0,0,0,0,2.04,0,0,0,1.95,66.7,355,18,137,0,1.4,0,46,1.3
"飲料類","樣品基本資料","O0100301","柳橙汁(非原汁)","","Orange juice","瓶裝,混合均勻均質",NA,0,0,1,0,81,0,0,4,0,14,136,0.01,0,0.01,0,9.9,0,0,0,0,0,0,0,0,0.11,0,22,3,21,0,0,0,3,0.1
"飲料類","樣品基本資料","O0100801","葡萄柚汁(非原汁)","","Grapefruit juice","瓶裝,混合均勻均質",NA,0,0,0,0,31,0,0,20,0,5,52,0,0,0.01,0,34.3,0,0,0,0,0,0,0,0,0.09,0,24,7,51,0,0.1,0,3,0.2
"調味料及香辛料類","樣品基本資料","P1500301","蒸肉粉(五香)","","","混合均勻打碎(米,花椒,八角,香辛料,鹽,糖,味素等)",NA,0,0.02,0,0,2,0.15,0.06,128,0,0,3,0.08,0,0.04,0.18,0,0,0,0,0,0.21,0,0,0,0.61,31,1211,9,555,0,0.2,0,45,2.1
"堅果及種子類","樣品基本資料","C1705301","帶膜花生仁(生)","土豆,長生果,落花生","Raw peanut: dry","生,乾貨,數包混合均勻打碎",NA,8.18,9.11,0,0.64,0,6.12,0.15,437,0,0,0,1.07,0,0.06,0.45,0.8,0,0,0,0,15.09,0,0,0,14.1,226.9,13,91,671,0,4.7,0,217,3.5
"調味料及香辛料類","樣品基本資料","P1500401","熱狗粉","","","混合均勻(奶粉,黃豆粉,麵粉,玉米粉,調味料等)",NA,0.13,0.19,0,0.11,0,0,0.02,172,0,0,0,0.11,0.05,0,0.06,0,0,0,0,0,0.26,0,0,0,1.43,58.5,315,8,191,0,0.2,0,26,0.4
"菇類","樣品基本資料","G1300203","杏鮑菇(小)","鳳尾菇,雪茸,帝王菇,平菇王,蠔菇王,干貝菇,刺芹側耳,義大利側耳,義大利蠔菌,杏鮑茸,西洋刺耳","King oyster mushroom; apricot mushroom; almond abalone mushroom","生鮮,混合均勻打碎",NA,0.03,0.03,0,0,0,0,0,94,0,0,0,0.16,0.05,0.34,0.08,0.3,0,0,0,0,0.03,0,0,0,6.85,65.8,3,1,293,0,0.5,0,13,0.5
"菇類","樣品基本資料","G1200201","天喜菇","","","生鮮,混合均勻打碎",NA,0,0,0,0,0,0,0,170,0,0,0,0.28,0.06,0.36,0.13,0,0,0,0,0,0,0,0,0,8.14,50.5,1,1,281,0,1,0,21,1.1
"魚貝類","樣品基本資料","J0405501","鞍帶石斑魚片","龍膽石斑,過魚,槍頭石斑魚,倒吞鱟,鴛鴦鱠,龍躉(香港)","Queensland grouper; Queensland groper; Bridlebass; Brindlebass; Brindle grouper; Brindle bass; Giant grouper","生,混合均勻打碎",NA,0.28,0.28,0,0,0,0,0,149,0,0,0,0.16,0.07,0.14,0.17,0.3,0,0,0,0,0.28,0,0,0,2.46,7.2,118,11,292,0,1.4,0,25,0.3
"魚貝類","樣品基本資料","J3100101","竹蟶(冷凍)","竹蛤,竹蚶,蟶仔,竹節蟶","Gould's Jackknife Clam","生,冷凍包裝,去殼,混合均勻打碎",30,0.55,0.55,0,0,0,0.01,0,119,0,0,0,0.01,48.23,0.23,0.06,0.1,0,0,0,0,0.56,0,0,0,1.27,19.8,499,33,180,0,1,0,75,6.8
"糕餅點心類","樣品基本資料","Q1000301","紅豆土司","","","熟食,混合均勻打碎(土司,紅豆等)",NA,3.26,3.53,0,0.15,47,1.67,0.67,116,49,57,240,0.06,0.17,0.15,0,0,0,0,0,0,5.75,6.31,1.85,0,0.62,44.6,290,52,172,0.134,1.1,0.413,29,1.6
"穀物類","樣品基本資料","A1100101","紅藜","","Red quinoa","生,乾貨,混合均勻打碎",0,2.5,2.94,0,0,10,4.05,1.23,274,0,2,17,0.31,0,0.05,0.35,0,0,0,0,0,7.78,2.86,0,0,1.09,198.8,2,31,803,0.433,2.7,2.095,161,4.6
"水果類","樣品基本資料","D3300101","櫻桃","中國櫻桃又稱鶯桃,荊桃","Cherry;","生鮮,紅皮,去子,混合均勻打碎",9.4,0.12,0.13,0,0.01,12,0,0,23,0,2,20,0.02,0,0.04,0.04,10.7,0,0,0,0,0.13,0,0,0,0.1,0,2,15,236,0,0.2,0,13,0.2
"肉類","樣品平均值","I04061","二節翅平均值","","","生,雞翅部位,去骨,含皮,混合均勻打碎",44.8,0.32,0.34,0,0,0,0.16,0,101,49,49,164,0.05,0.57,0.09,0.16,1.5,0,0,0,0,0.49,0,37.43,0,3.4,10.8,83,8,126,0,1.6,0,12,0.6
"加工調理食品及其他類","樣品基本資料","R4700901","傳統豆腐","板豆腐","Tofu; Bean curd; Soy bean cheese","混合均勻打碎",NA,0.21,0.45,0,0.12,0,1.59,0.85,111,0,0,0,0.08,0,0.04,0.02,0,0,0,0,0,2.77,0,0,0,0.25,35,2,140,180,0,0.8,0,33,2
"加工調理食品及其他類","樣品基本資料","R4701201","嫩豆腐","","","混合均勻打碎",0,0.22,0.46,0,0.13,0,1.51,0.7,73,0,0,0,0.09,0,0.04,0.07,0,0,0,0,0,2.56,0,0,0,0.24,15,32,13,165,0,0.5,0,36,1.3
"糕餅點心類","樣品基本資料","Q8100601","檸檬果乾","","","生,乾貨,混合均勻打碎",0,0.41,0.41,0,0,4,0.06,0,7,0,1,7,0,0,0,0,0,0,0,0,0,0.47,3.34,0,0,0,9.1,292,96,17,0.042,0,0.069,9,1.3
"加工調理食品及其他類","樣品基本資料","R4800101","素肉","","","冷藏產品,混合均勻打碎",0,0.66,1.35,0,0,12,6.79,0.26,163,0,2,19,0.06,0,0,0,0,0,0,0,0,7.71,19.59,0,1.78,0.62,23.4,731,120,351,0.485,1.8,1.306,72,4.3
"飲料類","樣品基本資料","O0901601","抹茶粉","綠茶粉","","鋁箔袋裝，等重混合均質",0,31.91,32.81,0,1.62,10900,0.97,0,270,0,1817,18166,0.03,0,0.23,0.83,212.5,0,0,0,0,34.5,1335.08,0,0,7.86,163.3,4,579,1480,1.862,1.8,109.4,216,8.3
"蔬菜類","樣品基本資料","E9920101","小麥草粉","小麥苗粉","","等量混合均勻",0,3.89,4.41,0,0.98,12066,0.33,0,628,0,2011,20109,0.41,0,1.3,0.83,86.6,0,0,0,0,5.2,2826.76,0,0,5.6,92.8,8,480,5723,0.781,4.9,6.961,249,10.8
"調味料及香辛料類","樣品基本資料","P0102201","花椒粒","","","生,乾貨,混合均勻打碎",0,5.11,5.46,0,0.36,76,1.72,0,199,0,13,127,0.08,0,0.33,0.33,0,0,0,0,0,7.19,105.81,0,0,1.25,56,2780,998,1213,0.687,1.7,2.985,136,23.7
"蔬菜類","樣品基本資料","E5800402","青花菜(2021年取樣)","(青花菜非綠色花椰菜)青(綠)花菜,美國花菜,青花苔,花(青)菜苔,菜苔,花菜苞","Broccoli","生鮮，數顆去心混合均質",29.8,0.46,0.46,0,0.01,35,0.04,0,61,0,6,58,0.07,0,0.11,0.19,62.6,0,0,0,0,0.5,143.05,0,0,0.5,37.2,13,30,349,0.052,0.7,0.199,22,1.2
"調味料及香辛料類","樣品基本資料","P1100202","無蛋沙拉醬(2021年取樣)","","Eggless salad dressing","混合均勻(沙拉油、釀造糯米醋、鹽、乳清蛋白等)",0,5.85,9.25,0,1.18,26,27.55,1.89,1,0,4,43,0,0,0,0,0,0,0,0,0,36.48,91.41,0,0,0,2,350,2,19,0.002,0,0,1,0
"水果類","樣品基本資料","D0800102","北蕉(5月取樣)","香蕉,芎蕉,弓蕉,甘蕉","Banana","生鮮,去皮,混合均勻打碎",38.1,0.26,0.27,0,0.01,8,0.01,0,26,0,1,13,0.05,0,0.06,0.4,6.7,0,0,0,0,0.27,0,0,0,0.2,21,0,3,346,0.018,0.1,0,26,0.2
"肉類","樣品平均值","I01101","牛肉火鍋片平均值","","","生,冷凍產品,混合均勻打碎",NA,0.86,0.87,0,0,0,0.01,0,141,15,15,49,0.07,2.53,0.18,0.36,0.1,0,0,0,0,0.88,0,0,0,3.28,7.1,48,5,273,0.001,3.7,0,17,1.8
"水果類","樣品基本資料","D0800104","北蕉(11月取樣)","香蕉,芎蕉,弓蕉,甘蕉","Banana","生鮮,去皮,混合均勻打碎",35.5,0.33,0.34,0,0.01,0,0,0,31,0,0,0,0.06,0,0.05,0.52,17.3,0,0,0,0,0.34,0,0,0,0.22,0,0,3,463,0,0.3,0,27,0.6
